,id,label,tweet,degree of profanity
23743,23744,1, you might be a libtard if libtard  sjw liberal politics ,0.08
23750,23751,1, had to screenshot amp share these snaps from  its an impoant message  colourism ,0.0
23752,23753,1,trump official paladino makes crude obama remarks   ,0.0
23756,23757,1, auspol hansen pauline muslims senate  chat with maria  ,0.0
23770,23771,1, you might be a libtard if libtard  sjw liberal politics ,0.08
23773,23774,1,wakemeupwhen the left stops being so hypocritical liberallogic   ,0.0
23783,23784,1,word factory race denial prevents healing southafrica leadership transformation inequality  gt2 ,0.0
23789,23790,1, dylann roof to face new competency hearing ignorancehate  ,0.0
23827,23828,1, so sorry ,0.0
23873,23874,1, says who your iq is so low u have 2stand on a highstool 2raise your iq we both know blm is a ,0.0
23878,23879,1,innocent but  80snostalgia id love a gollybar said every irish kid ever ,0.07
23888,23889,1,the latest the merocrush daily  thanks to     media,0.0
23899,23900,1,hot girl sex games  white girl has sex with black guy ,0.23
23909,23910,1,i say we because im speaking collectively ive always known 2016 showed a lot  and white rage is still ,0.0
23911,23912,1,the time  women got physical with me at mcdonalds  equality garbagepailkids allgrownup assault yay ,0.06
23955,23956,1,this moron is leading the us down a path that has so much potential to damage and destroy the world  ,0.09
23956,23957,1,  trump is nowhere close to genius at all in fact his iq is in single digits ,0.0
23963,23964,1,if you are pa of the 642 mil who rejected putinschoice boycott his business  amp hatred must be stoppe ,0.0
23974,23975,1, hope to see none of you  inauguration wait i wont be watching the  idiot anyway mrminority boycott,0.05
23986,23987,1, ends 2016 with a hopeful message against  in the music industry  via ,0.0
24004,24005,1,thought factory leftright polarisation trump uselections2016 leadership politics  brexit blm 14 ,0.0
24007,24008,1,scapelliti  progresverebel ha good riddance blacklivesmatter ,0.0
24009,24010,1, uk 2016 where it fell to pop star  to do the job of the bbc euref brexit media  ,0.05
24012,24013,1,jeff sessions tries to delete decades of  ,0.0
24024,24025,1,despite a demoralizing 2016 may ur newyear2017 be     classism free and saga positive newyearseve,0.0
24026,24027,1, after 8 yrs of endless lies contempt from a  left activist u realize with clarity he never came clean wus ,0.04
24027,24028,1,  special message for   its not your land either  trump  trumpsamerica day1 ,0.0
24062,24063,1,its 2017 were entering the trumpdarkzone trump  myoneresolution rockineve sexpredator sexualassult ,0.0
24094,24095,1,what does mtv have against whitepeople ccot   via ,0.0
24123,24124,1, your comments are reflections of ignorance and    endofcivilization  ,0.0
24142,24143,1, allahsoil we should never equate culture with exclusive geographic boundaries      emiratis,0.0
24150,24151,1,msnbc cnn amjoy joe biden i want to thank trump for unmasking americas  ,0.0
24164,24165,1,     arabs     islamofascist arabs ,0.15
24175,24176,1,those replies   is dead tho  ,0.11
24176,24177,1,  will send you to the trump inauguration join today ,0.0
24178,24179,1,sea shepherd suppoers are racist   antiracism seashepherd  ,0.09
24185,24186,1,these kind of people need to be erased of eahs surface   ,0.0
24191,24192,1,    not denial resistance to normalizing hatred and  nofascist2017,0.0
24192,24193,1,let 2017 be that newyear where america chops down obesity knocks down  amp prejudice pridemake a better amp enjoyable lifestyle,0.0
24201,24202,1, you hispanic amp feel like the  are stomping on you listen  retweet boricua ,0.0
24212,24213,1, racism amp fascism will not get you ratings aampe  people will resist  every time ,0.0
24232,24233,1,watch this  janeelliot blueeyesbrowneyes ,0.0
24245,24246,1, jokes about women penis humping girl,0.29
24277,24278,1,this is a special kind of stupid liberals have no basis in reality or in history  must be a  ,0.05
24297,24298,1,whats the matter with noh carolina from progressive to reactionary  fascism  lgbt,0.0
24315,24316,1,  i bet if the  hc was white he would have been fired years ago   facts,0.0
24318,24319,1, you might be a libtard if libtard  sjw liberal politics ,0.08
24342,24343,1,its always a white christmas in my household  onlywhitechristmas,0.0
24344,24345,1,koreans amp joseon people in japan will abuse the  for claims of own rights by rough demo  algona,0.05
24347,24348,1,in bluntly  tweet cologne police  announces racial profiling at main station wow ,0.07
24352,24353,1, stop trying to find  where it isnt even happening airingofthegrievances ,0.0
24388,24389,1,did you vote for this  animal trumps america no fat chicks  ,0.07
24395,24396,1, absurd your comments are reflections of ignorance and ,0.0
24443,24444,1,dumbest most  video ever  whiteguys mtv  via   ,0.0
24449,24450,1, birmingham friends dont miss this special lecture on bonhoeffer and racism from bonhoeffer expe  ,0.0
24455,24456,1,  how do you sleep at night you are a terrible person you sir represent everything  wrong with our country gfy ,0.04
24458,24459,1, you might be a libtard if libtard  sjw liberal politics ,0.08
24532,24533,1,sea shepherd suppoers are racist   antiracism seashepherd  ,0.09
24543,24544,1,techjunkiejhthe daily show unpacks  against blackwomen and asianmen on datingapps  ,0.0
24566,24567,1,rebellion in the uk when you dontbuythesun amp all those rags that only spread tories propaganda fear hatred ,0.16
24570,24571,1, arise sir mo farah this is my country you islamophobic  immigrant hating chumps ,0.0
24574,24575,1,the everyday response to   ,0.0
24602,24603,1, michelle obama ape in heels case is just the beginning donaldtrump  america   ,0.0
24605,24606,1, thats  you liberals,0.0
24608,24609,1,i gotta hand it to you  keeping it pretty darn cool in the face of such blatant  ,0.0
24623,24624,1, go take your anti  meds,0.0
24624,24625,1, trumpusa when they call us   homophobic misogynist they are really saying they are jealous of us w ,0.0
24642,24643,1,if youre mad about  and their interracial couple tweet go fuck yourself republicantrash  cracker whitepeople,0.24
24645,24646,1,he must think people are really stupid otherwise why would he lie so blatantly  should neve be tolerate ,0.05
24650,24651,1,presidenttrump hopefully you will stop funding the  apaheid terrorist illegal state of israel and have them pay back 38billion,0.15
24715,24716,1,  coming from  and powerhungrytraitors the hereticfoundation,0.0
24720,24721,1,bama alabama is the most  st in the south but as long as those ncaa dollars roll in you keep silent on ,0.0
24765,24766,1,ive no problem with universities that teach against  but its wrong to teach that all whites are  ,0.05
24767,24768,1, porn vids web free sex ,0.29
24771,24772,1,japan abe govt oppress freedomofspeech than hatespeech or   nytimes guardian humanrightswatch iamnotabe anonymous rsf afp,0.0
24775,24776,1,the reality is that the tech industry is made of regularass people tech discrimination  ,0.0
24792,24793,1, brutality rules new year on manus  close manus auspol australia  refugeeswelcome noborders,0.0
24794,24795,1,ku klux klan originally an arm of the southern democratic pay to terrorize freed slaves and republicans who sympathized with them ,0.05
24807,24808,1,the latest the african american turmoil  thanks to    blacktwitter ,0.14
24840,24841,1, trumpusa they call you   homophobic misogynist  jealousy loser     when we go up  they go down ,0.04
24855,24856,1,cuomo paladinos  ugly comments on the obamas embarrass new yorkers ,0.08
24857,24858,1,are  hispanic amp feel like the  are stomping on you listen  retweet boricua ,0.0
24878,24879,1,  will stop  so annoying,0.0
24901,24902,1,free porn thailand  white girl has sex with black guy ,0.25
24902,24903,1,sexism may be harmful to mens mental healthmen  woman  ,0.0
24904,24905,1, powerful women work for trump   racist sexist    never bash trump again  ,0.05
24906,24907,1,you black amp feel like the  are stomping on you listen  retweet tampa miami ,0.06
24917,24918,1,realhousewives star sheree alleges her neighbors are  over pay permit  rhoa ,0.0
24918,24919,1,sea shepherd suppoers are racist   antiracism seashepherd ,0.1
24928,24929,1,  storyville  forever pure  football and  in jerusalem on    ,0.0
24930,24931,1, you might be a libtard if libtard  sjw liberal politics ,0.08
24933,24934,1,sex postion picture  white girl has sex with black guy ,0.25
24944,24945,1, are you hispanic amp feel like the  are stomping  you listen  retweet boricua ,0.0
24950,24951,1,watching white water ,0.0
24969,24970,1,obama tells trump and the american people fk you before he leaves but you cant say anything   ,0.05
24970,24971,1,crooked hillary clinton hates black people  hillary clinton black ,0.18
24981,24982,1,word factory race denial prevents healing southafrica leadership transformation inequality  13 ,0.0
25006,25007,1,to all of those who answer  replies to my youtube commentsyou do not i repeat you do not know me when im angry goodluck,0.04
25008,25009,1,  your iconic brand being associated with the trump brand is tarnishing your reputation ,0.0
25019,25020,1,michelle obama ape in heels case is just the beginning donaldtrump  america   ,0.0
25022,25023,1, no youre just supposed to be quiet and look pretty ,0.0
25046,25047,1,tell that jeffery beauregard  to quit foolin around and come pick up his hood amp sheets for saturda ,0.0
25053,25054,1, imagine that  is finally ashamed enough of his past to try and hide it  misogynist homophobe ,0.0
25074,25075,1,an unappetizing scam   women we need to throw off the  shackles of salad  food foodie  ,0.0
25077,25078,1,what a  world if a man took a dive like that people would say it was fixed but bc rondarousey is a woman this is expected,0.04
25078,25079,1, this guy is a racist full of ignorance and hatred bigot  ignorant,0.07
25086,25087,1,  maybe he heard the messiah since 1996 amp decided he did not want to go to hell zionists are not jews  hebrews,0.04
25111,25112,1, americans suppo these  zionist occupiers lets hope america wakes up to the plight of the palestinians ,0.0
25113,25114,1,history wont forget how barack obama was treated  by   via   corruption,0.06
25144,25145,1, allahsoil bernanke bailed out wall street by dumping 600 billion into the largest banks  ,0.0
25150,25151,1, allahsoil the cold war was fought over oil    teambts teamsuperjunior  ,0.0
25156,25157,1,12313 pres t youre emperor sans clothes  neveoolate to stop hate  misogyny ,0.0
25196,25197,1, and your answer relates to d studying of hate groups kkk  because  just dont think ur struggles relevant ,0.05
25229,25230,1,outrageous racism from rother dc hope the families sue 4 failing to follow advice for a life guard amp causing the d ,0.0
25232,25233,1, you go girl maga ,0.0
25259,25260,1,in pueorico environmental injustice and  inflame protests over coal ash   ty ,0.0
25272,25273,1, watch one us marine fearlessly take on violent angry  mob of propalestine protesters  ,0.06
25273,25274,1, please reconsider to me you stand for the glitter of new york after jan 20 for misogyny  rape adultery incest hate,0.09
25290,25291,1, racism stuffed into skinny jeans with a hipster combover is just as bad as racism shrouded in a white hood altright  ,0.0
25298,25299,1,what if rapists got the same advice women do   rapeculture,0.0
25319,25320,1, you might be a libtard if libtard  sjw liberal politics ,0.08
25335,25336,1,   worked with the worst congress in history  republicans,0.0
25384,25385,1,because youre a racist ,0.2
25431,25432,1, louisville kentucky woman goes on  rant at jcpenny   exposeracism ignorance ,0.0
25435,25436,1,  please repo this guy openly racist and reprehensible  whitesupremacist repo trump depl,0.07
25436,25437,1, pay of rich white  snobs  via  tcot tpc trump 2016,0.0
25442,25443,1, allahsoil we the people originally meant we the white landholding males       ,0.0
25476,25477,1,bama total hypocrites can cheer like hell but remain silent on the confederateflag amp  stance on ,0.06
25494,25495,1,ive had my id checked by the police zero times in 8 months of course the discrepancy has nothing to do im a wh ,0.0
25496,25497,1,racist troll ale in the great state of kentucky  listen to last thurs crabs  comedy politics election ,0.1
25501,25502,1,sea shepherd suppoers are racist   antiracism seashepherd ,0.1
25508,25509,1,  ive had these experiences in europe as an american  is alive and unwell,0.06
25514,25515,1,  gop cons who voted for nazi fascist dictator trump are just scared little bullies who ,0.06
25515,25516,1,but carlpalidino can vomit a monster truckload of shit about the usa firstfamily and they dont jail him for hatecrime   pigs,0.09
25518,25519,1,  and his racism could fuel the power needed to light everyones christmas lights in the uk leejasper ,0.05
25521,25522,1, no convo on how to stop indigenous deaths means anything unless it stas with how we face into epidemic  against atsi,0.0
25524,25525,1, so true ,0.0
25528,25529,1,top stories from   featuring    christmas ,0.0
25545,25546,1, travelled for canucks game sad and disappointed of oiler fans the  sad i cant cheer for my own team   ,0.0
25559,25560,1,for some reason the  story on snapchat seems always geared towards women ,0.0
25560,25561,1,ouch woow   sexy      ,0.09
25569,25570,1,all together this christmas pls  amp follow  national day of action on 20 feb against  amp the ,0.0
25570,25571,1, meet the  white nationalist movements favorite russian philosopher aleksandr dugin  ,0.0
25578,25579,1,sikh temple vandalised in in calgary wso condemns  act  ,0.0
25589,25590,1,plz sign  japan  bullying tweet4taiji ,0.0
25598,25599,1,you forgot russia since been betrayed by   trump and this has never happened b 4 putin will soon slit his throat ,0.0
25616,25617,1,are you black amp feel like the  are on you listen  retweet tampa miami newyork ,0.06
25620,25621,1,  now comes with a taxwriteoff as four whitenationalist groups are given nonprofitstatus   ,0.0
25629,25630,1,you me too  ,0.0
25638,25639,1, stlouis still needs help  thinks hes survived we need to get him out of office asap ferguson ,0.0
25647,25648,1,thought factory leftright polarisation trump uselections2016 leadership politics  brexit blm 14 ,0.0
25653,25654,1,    i will suspend my funding of us gov until  sexualpredator resigns,0.0
25664,25665,1,hot lesbian having sex  office woman ,0.25
25667,25668,1, paul beloy  is still an issue at varying levels in belgian football   ,0.0
25676,25677,1, video  on hateful  liberals america has had enough of this crap  ,0.06
25680,25681,1,again  looks like a damned fool for 50 years the usa has openly opposed settlement buliding by israel  ,0.1
25735,25736,1, antics are purposedly used by liberals to divide us wakeupamericaca ,0.0
25742,25743,1, the blacks the blacks blacks facepalm smh ,0.33
25751,25752,1, it is truly sad a who lot of working class men resent being offered help by a woman evolution still has a lot of ,0.0
25763,25764,1,the legacy of a   crony vote passes calling for  to resign or get the boot ,0.0
25782,25783,1, will you stop the   homophobe etc labeling  i suppo trump and i am none of the above  60minutes wtf,0.04
25812,25813,1,when someone says im not a racist but   ,0.09
25863,25864,1, everyone ask  why they endorse such blatant      ,0.0
25873,25874,1,   why do we have listen to a woman who goes to church but kills thousands fascist  brexit l,0.09
25894,25895,1,   thats how you got in  by being an australian doing shitty things  ,0.11
25916,25917,1,book  german colonialism in a global age  ht  imperialism blm  ,0.07
25917,25918,1, you might be a libtard if libtard  sjw liberal politics ,0.08
25931,25932,1,josephjett i do not advocate a kumbaya world like antisemitism  should motivate us to a single purpose  intellectual compet,0.0
25940,25941,1, allahsoil wwi amp wwii were both waged over oil       teambts teamsuperjunior  ,0.0
25957,25958,1, will u charge 35 on yur own products made outside the usa do tell  hypocrisy trumplies bigot nazi ,0.05
26005,26006,1,     arabs all of them preying on poor slavelabor ,0.07
26012,26013,1,my latest post the masses  some kinda monster  democracy ,0.0
26015,26016,1,new  paladino loving eggs like this shit head are out bitching about obama block early block often  spam,0.1
26040,26041,1,the interterrestrial scifi sciencefiction on kindleunlimited   99cents in january 2017 kindle ,0.0
26077,26078,1, anc has complained that the pap is to white according to their affirmativeaction bee quotas  law ,0.0
26100,26101,1, are we entering a new age of  a repoer reflects on the hate crime beat ,0.06
26108,26109,1,are you black amp feel like the  are stomping on  listen  retweet tampa miami ,0.06
26110,26111,1,i despise this  antiamerican muslimpos  amp everything he stands for trying to destroy the usa ,0.06
26144,26145,1,why are white people expats when the rest are immigrants   ,0.0
26163,26164,1,are you black amp feel like the  are stomping on you   retweet tampa miami ,0.06
26203,26204,1,this respect concept was thrown out of the window when skinheads white supremacists amp kkk heeded ,0.06
26208,26209,1,blackface prostitutes hatespeech a brief history of the mummersparade behaving badly  xenophobia  ,0.0
26212,26213,1,rapeculture rape patriarchy  oprollredroll steubenville anonymous cnn malikrichmond trentmays ,0.09
26227,26228,1,trumps hair is no mystery amp he may be  but hes not averse to appropriating a few tips from black women  ,0.04
26239,26240,1, allahsoil when the market crashed in march 2000 greenspan cut interest rates even more    ,0.0
26240,26241,1,  liz treacy  condone excouncillor mark hacketts islamophobia  for me ,0.0
26249,26250,1,hows stuff like this still happening in the 21st century what was the point of the civil rights movement if people ,0.0
26252,26253,1, tackling systemic racism and our biases through empathy read    sdgs  edchat ,0.0
26260,26261,1, naked woman mo fo sex,0.33
26273,26274,1,people arent protesting trump because a republican wonthey do so because trump has fuhered  amp ,0.06
26282,26283,1, dear media when someone is born here they are what you call australians even when they do shitty things  whitepriv,0.05
26284,26285,1, this is one of those proudtobeanamerican moments on hannity  responds to  semiretarded  ,0.0
26308,26309,1,retweeted baycat   msg of hope for newyear a business to end  endof2016 tedtalks tedatibm ,0.0
26319,26320,1,  his dad  did you just assume gender  ,0.0
26326,26327,1, empowerment of  by trump is absolutely scary this cud slip to dangerous levels look 4 legislative attacks on ,0.0
26333,26334,1,you might be a libtard if libtard  sjw liberal politics ,0.08
26368,26369,1,   well said  staywoke  ,0.0
26391,26392,1,great tedtalks by  on storytelling and  nye16 ,0.0
26405,26406,1,i love you dude  ,0.0
26411,26412,1,how are you  trump suppoers gonna make america great again with all that hate in your hea,0.0
26436,26437,1, you might be a libtard if libtard  sjw liberal politics ,0.08
26447,26448,1,advanced value chain videos at   valuechain ,0.0
26450,26451,1, allahsoil enlightenment is wasted on the wilfully blind        emiratis 2016in4words,0.06
26531,26532,1,4 whitepeople all 2 cou no media coverage or wp were victims and feared for their lives maybe probation blackperson who ,0.0
26537,26538,1, theres never any room for  in a school board ever kids at these schools are 100 of our future,0.0
26560,26561,1,neogaf today another  attack the japanese and chinese claims to not be racist  ,0.25
26580,26581,1, 230pmet uk youth parliament on democracy amp  listen on our free app ,0.07
26602,26603,1, have you joined the pizza pay were talking pizzagate starwarsrogueone the altright and  ,0.0
26606,26607,1,she didnt get far cbb model axed  already ,0.0
26618,26619,1,obamajarretts who agenda was to destroy everything good about this country and inflict even bit of hate ,0.06
26627,26628,1,are you just takin the piss now or ,0.11
26637,26638,1,perfect timing for this tweet  staup  ,0.0
26663,26664,1,are you hispanic amp feel like the  are  on you listen  retweet boricua miami ,0.0
26670,26671,1,it is truly sad a who lot of working class men resent being offered help by a woman evolution still has a lot of ,0.0
26681,26682,1,wtf  what is racism then  would he have done same with a white mother proof that there is a group that is ,0.04
26696,26697,1, what you should know about environmental    ,0.0
26697,26698,1,nothing humorous about your jibes u arrogant   trump official paladino under fire over crude obama remarks  ,0.05
26704,26705,1, you might be a libtard if libtard  sjw liberal politics ,0.08
26723,26724,1,once a dick always a dick   corrupttrump sexoffender  notmyprez taxevader ,0.14
26759,26760,1,seriously cant believe this in 2016 trump ally wishes mad cow disease death for obama  cnn crazy   ,0.14
26780,26781,1, allahsoil islamic extremism kills tens of thousands of people every year    teambts,0.06
26802,26803,1, funny  cant get rid of 7   1stammendment so many distractions and lousy qb maybe next year probab,0.0
26808,26809,1,thank you   santa   for the best christmas present ever cdnpoli abpoli yyc yeg canada ottawa  ,0.0
26814,26815,1,trump ally carl paladino slammed for  wish list for obamas  nbc news ,0.0
26843,26844,1,    own team up with new mc  amp show what phillysuppophilly amp combat  ,0.0
26846,26847,1,the latest say what  thanks to  culturesways ,0.0
26851,26852,1, cover reveal  swiftly sharpens the fang  radicalisation amp revenge  ,0.0
26853,26854,1,btw fuck blm and fuck that bitch which is real  any simpleton can figure that one out ,0.16
26859,26860,1, they are but anc  laws against whites protects blacks in southafrica affirmativeaction ,0.13
26874,26875,1,rise up today is out  stories of police brutality from    ,0.0
26908,26909,1, come on n wake the eff up usa this is craziness does it all stem from  n hatred of obama  it seems like ,0.0
26946,26947,1,racism is now front and center in trumpworld these kkk folk are now out in the open kkk trumpworld  ,0.1
26973,26974,1, why should this person be rehired  shame on claycountydevelopmentcorp pamelaramseytaylor ,0.0
26976,26977,1,hard to think how  is still very much prevalent in so many societies if youre not white rest assured disc ,0.0
27003,27004,1, a genealogy of  xenophobia papalbull colonisation slavery  enlightenment polygeny pseudoscience ,0.0
27005,27006,1,   bill youre a fucking communist antiamerican unpatriotic  disgrace take your  ass to russia,0.17
27026,27027,1, last  retro christmasadve for you this year and whilst i do love a good bit of tupperwear i do not want ,0.0
27032,27033,1, a deeper look ,0.0
27045,27046,1,2016highlights samwu fights against  in various municipalities such as in naboomspruit area,0.0
27054,27055,1,scientists are against  but only if the child is less than 18 months old  ,0.0
27111,27112,1,this definitive history of racist ideas should be required reading  ushistory afamhist ,0.07
27121,27122,1,um why a girl and not a boy or maybe just gender neutral teenager  ,0.0
27122,27123,1,sex videos of chinese  against women in the workplace ,0.18
27133,27134,1, and stop crying bhakt bhakt when you are cornered with no rational answer to offer trust me read a book it will ,0.0
27140,27141,1,approx 63 million voted for the tinyfingeredpuppet but over 74 million voted against him he has no mandate amp con ,0.0
27177,27178,1,alapoet if  pisses you off like it pisses me off heres something you oughta know this guys a racist  ,0.14
27189,27190,1,given the nazis looked to jim crow for inspiration this is especially true regarding what to expect from ,0.05
27212,27213,1, sad how people feel they have to treat others like scum just because of their religion race sexuality ect jcpenney r,0.05
27225,27226,1,mma fans losses dont matter its great mma fans about rhonda rousey shes lost twice she is trash  doublestandards,0.0
27229,27230,1, look at his latest tweet this conman  doesnt want unity at all bigot  conman ,0.0
27244,27245,1, just terming ppl as bhakt because they denounce terrorism and anti national acts shows ur sense to reason never mi ,0.0
27256,27257,1, be careful using that term about  and other s  once you tweet it they are almost ,0.0
27257,27258,1, what about black tea  ,0.14
27274,27275,1, mmusimaimane is a  coward who suggests that only white people in southafrica can be s da ,0.0
27298,27299,1,are  black amp feel like the  are stomping on you listen  retweet tampa miami ,0.06
27313,27314,1,   and biherism amp   must keep the black president in check,0.07
27333,27334,1,damning video racist hillary says  i will only talk to white people  hillary ,0.06
27365,27366,1, imwithher blacklivesmatter  bigot xenophobia socialjustice notmypresident amp any other stupid lib word  wo,0.06
27380,27381,1,if you are pa of the 642 mil who rejected putinschoice boycott his business  amp hatred must be stoppe ,0.0
27387,27388,1,  fine ill boycott it ,0.0
27403,27404,1, office woman porn blue tube ,0.14
27417,27418,1,     im mixed w native american spanish irish and u call me  ,0.06
27425,27426,1,a animation by rima regas blog42 ,0.0
27477,27478,1, blackface prostitutes hatespeech a brief history of the mummersparade behaving badly  xenophobia  ,0.0
27479,27480,1,thank you the power of social media    aande ,0.0
27489,27490,1,israeli regime has roots in racism  gaza palestine israel bds ,0.17
27492,27493,1,advanced value chain videos at   valuechain ,0.0
27505,27506,1,24hrs passed amp im still too angry about this  to coherently talk about it ,0.06
27516,27517,1, do you hate   putinspuppet loves attention on january ,0.0
27518,27519,1,a good man or woman is measured by stable relationships with opposite sex not money parenting homosex  cliches or semantics 2017,0.05
27520,27521,1,are you hispanic amp feel like the  are stomping on you listen  retweet boricua miami newyork losangeles,0.0
27536,27537,1,sikh temple vandalised in in calgary wso condemns  act  ,0.0
27541,27542,1,are you hispanic amp feel like the  are stomping  you listen  retweet boricua ,0.0
27542,27543,1, trump new york cochair makes racist gorilla remark about michelle obama lt you total tool fucking moron  ht,0.15
27550,27551,1,  probably a not so closeted  whod have been posing wa black man not long ago  nuff said,0.05
27556,27557,1,keep up the opposition to   endthenation,0.0
27573,27574,1,     fakenews and a   must feel good,0.0
27577,27578,1, you might be a libtard if libtard  sjw liberal politics ,0.08
27593,27594,1, excellent idea dig deep amp hang em high treason aidingenemies fraud coverups benghazi extoion17  ,0.06
27625,27626,1,  you want to call me a  so i am helping you spread that word since you dont have the balls to do it yourself,0.04
27632,27633,1,  is defunding aboion and sending you to the inauguration  ,0.0
27638,27639,1, i will not buy or dl a   book in 2017 after their deal with whitenationalist miloyiannopoulos  wh,0.0
27657,27658,1, your analysis of  amp blacklivesmatter was totally out of touch amp did not represent the spirit of islam ris2016,0.0
27663,27664,1,on the nose perfumer sparks  furore  ,0.0
27666,27667,1,haha wow  is a  for using the nword amp the equivalent of it in arabic abd which means slave ,0.05
27702,27703,1,thought factory leftright polarisation trump uselections2016 leadership politics  brexit blm 12 ,0.0
27707,27708,1,todays  donkey zionazi who is proud of murdering real palestinian semitic children  thats what i call ,0.05
27710,27711,1,  is buddhist burmese  has nothing to do with buddhism period rohingyas,0.07
27715,27716,1,the latest eco news of the day  thanks to   indigenous,0.0
27722,27723,1, irony butthucreepers  sexism aicle because they think its prorapist its not you misogynists malevote htt,0.0
27726,27727,1,are  black amp feel like the  are stomping on you listen  retweet tampa miami ,0.06
27735,27736,1, allahsoil all war is violent except perhaps in thailand         teambts ,0.0
27747,27748,1, just got done threatening my coworker to give me money and he says black male is illegal smh  really,0.1
27750,27751,1,transsexy naked  boob ,0.4
27757,27758,1, you might be a libtard if libtard  sjw liberal politics ,0.08
27845,27846,1,hows mars bar in  charging guys 5 for entry and girls 2 isnt that like modern sexism  shame charges unfair,0.05
27854,27855,1, naked fat girls russian sexy girls dating,0.62
27858,27859,1,  nobdy wants 2 kiss lying conaist   homophobic islamaphobic russianhack nomandate traitor,0.0
27875,27876,1,the mummersparade by its very dna is a largelyunrepentant  affair that has no business existing ,0.0
27895,27896,1,a message of hope for newyear building a business to end  storytelling endof2016 tedtalks tedatibm ,0.0
27900,27901,1,you might be a libtard if libtard  sjw liberal politics ,0.08
27902,27903,1,hot off the press the nikita news is out  bestoftheweek ,0.0
27947,27948,1, allahsoil stones and humans are different but to gravity theres no difference   ,0.0
27983,27984,1, destroyed in one minute janeelliot   ,0.0
27986,27987,1, feminismiscancer feminismisterrorism feminismmuktbharat why  malevote is ignored  ,0.0
27989,27990,1,mother daughter blowjob  white girl has sex with black guy ,0.25
28050,28051,1,     btw gandhi was a  in india  adores him witho,0.0
28080,28081,1, impoant message to all publicserviceannouncement psa inspirechange embraceyourself bedifferent dream ,0.0
28092,28093,1,anothr bloated  jerodtwin colluder angrygaymafia koolaid guzzling hasbeen failure flushed ,0.08
28111,28112,1, allahsoil this simplistic worldview exists today in the 10 second soundbite      emiratis,0.0
28142,28143,1,  liz treacy  condone excouncillor mark hacketts islamophobia  for me ,0.0
28151,28152,1, donald   putins butt buddy and a commie ,0.18
28152,28153,1, precisely why the deplorables are up in arms   ,0.0
28159,28160,1, mmusimaimane is more  towards whites than zuma and malema combined da southafrica  ,0.06
28186,28187,1,only a whitesupremacist like  could merge images like this without understanding the racist impact of the effect ,0.05
28210,28211,1,book  german colonialism in a global age  ht  imperialism blm  ,0.07
28240,28241,1,you might be a libtard if libtard  sjw liberal politics ,0.08
28242,28243,1,  the 14th amendment  blm discussed here thanks     ,0.0
28266,28267,1, assholes like u should shut up every rape which is prevented is a victory for humanity you are a sh ,0.09
28286,28287,1,sea shepherd suppoers are racist   antiracism seashepherd ,0.1
28294,28295,1, newyear wish list of  cretin carlpaladinoelection cochairman of presidentelect trump on mrampmrs ,0.0
28295,28296,1, allahsoil why build walls when there are already so many other obstacles to overcome   ,0.0
28315,28316,1,conormcgregor runs his mouth endlessly like rondarousey both have lost and yet ppl only take glee in her losing  perhaps,0.0
28316,28317,1,  because many of us find obamas policies repugnant does not make us  youre liberal racecard has exhausted,0.05
28330,28331,1, isnt it time we realized what weve done  hate exploitation read americas history ,0.0
28345,28346,1,    must be heabreaking for blacks within  to find theyre helpless against,0.06
28352,28353,1,verified shocking video of myanmar police touring rohingya civilians was shot at koetankauk on nov 5 2016 ,0.0
28386,28387,1, milo yiannopoulosis a hate mongering   ill never buy another book from nazi ss and tossing any i have in the bin,0.04
28390,28391,1,jews christians and muslims all believe that good will prevail   emiratis ,0.0
28391,28392,1, racist attack on three muslim women in hull city centre  for more info   muslims ,0.16
28393,28394,1, names for women best nude blonde teenagers ,0.11
28403,28404,1, and i never mentioned race nor could i care yet the bitch called me david duke so imo shes a ,0.05
28406,28407,1, just preordered this it sounds a really great book ,0.0
28414,28415,1, why are white people expats when the rest of us are immigrants   classism imperialsm,0.0
28434,28435,1,jeffsessions omits decades of records for his ag confirmation hearing   no surprise from this  weasel,0.0
28435,28436,1,princess eugenie caught up in racism row over white actors playing chinese pas  ,0.07
28440,28441,1,goodonedean  metoo lol  trumpism is putinism  donaldtrump is a traitor committed treason ,0.0
28448,28449,1, next to a police vehicle this anc  can hang a poster and sing kill all whites and nothing happens to him ,0.08
28449,28450,1,mark levin reveals missing history of the  democratic pay that  via ,0.0
28451,28452,1, in uks increased because gb politicians have impo immigrants from  infidel childabuse cultures for coffee backhanders,0.0
28465,28466,1, misogony and  are a spectrum if you voted for   you are on it ,0.0
28475,28476,1,  sea shepherd suppoers are racist   antiracism seashepherd,0.09
28500,28501,1, feminismiscancer feminismisterrorism feminismmuktbharat why  malevote is ignored  ,0.0
28508,28509,1, allahsoil islamophobia only serves to empower the extremists     emiratis 2016in4words ,0.0
28527,28528,1, kevin macdonald  ethnocentrism is normal and rational     race ethnocentrism ,0.0
28530,28531,1,   is this the kind of tweet you want a company rep sending out  ,0.0
28558,28559,1,trump newyork cochair  gorilla comment about michelleobama damn asians  draintheswamp,0.08
28561,28562,1,please america  timwise lecture  colorblind  via  trendolizer  historicalamnesia,0.0
28605,28606,1,  history america true progress,0.0
28613,28614,1,what millennials think about   ,0.0
28616,28617,1,this should have been enough 2 just say no notmypres wtf2016 neverump unpresidented bigot   ,0.0
